file_id,conversation,topic
2334,Customer 181.250625 188.888750 so i- i said well it just crossed in the mail so i didn't do anything about it Two weeks later i get another letter even nastier,Credit Card
2334,Customer 188.888750 192.831125 and said we're going to turn this over to our attorneys if you don't pay,Credit Card
2334,Customer 192.831125 195.236125 and i looked at that and i said uh-huh,Credit Card
2334,Customer 195.236125 201.102375 so by this time my checks had come back from the bank so i made a copy of the check that they had cashed,Credit Card
2334,Agent 200.921250 202.588875 hum,Credit Card
2334,Customer 201.102375 209.477125 attached it to their letter and sent them_1 a nasty letter with the card cut in little bitty pieces saying thanks but no thanks,Credit Card
2334,Agent 202.588875 210.414000 [noise],Credit Card
2334,Customer 209.477125 211.842250 [silence],Credit Card
2334,Agent 210.414000 212.927625 and now they weren't check in,Credit Card
2334,Customer 211.842250 217.437500 yeah they were i tell you they don't talk about they were charging that enormous fee every year,Credit Card
2334,Agent 212.927625 217.652125 [silence],Credit Card
2334,Customer 217.437500 218.478250 [silence],Credit Card
2334,Agent 217.652125 219.629125 now what is it now,Credit Card
2334,Customer 218.478250 223.104500 it's up to fifty five on the gold card it's eighty five for the Optima,Credit Card
2334,Agent 219.629125 223.404750 [silence],Credit Card
2334,Customer 223.104500 226.146000 oh i'm sorry no fifty fifty,Credit Card
2334,Agent 223.404750 226.925750 what do you mean fifty five you mean fifty five dollars,Credit Card
2334,Customer 226.146000 228.703500 yeah for the green card,Credit Card
2334,Agent 226.925750 229.070250 [silence],Credit Card
2334,Customer 228.703500 230.132625 and it,Credit Card
2334,Agent 229.070250 231.003000 but then what's the interest,Credit Card
2334,Customer 230.132625 231.178625 [silence],Credit Card
2334,Agent 231.003000 234.241875 [silence],Credit Card
2334,Customer 231.178625 233.790625 well now and that's that's the card fee,Credit Card
2334,Customer 233.790625 236.089375 [silence],Credit Card
2334,Agent 234.241875 237.441750 and interest is like eighteen or something,Credit Card
2334,Customer 236.089375 238.978375 oh yeah yeah it's um,Credit Card
2334,Agent 237.441750 257.910750 [silence],Credit Card
2334,Customer 238.978375 246.511125 well of course on the green card you have to pay it when the bill comes in so there isn't any but on the Optima card it's um [noise],Credit Card
2334,Customer 246.511125 255.801250 let's see right now it's running at about it's not too bad it's actually it's about sixteen and a half percent which is pretty good,Credit Card
2334,Customer 255.801250 258.704250 as far as credit cards go,Credit Card
2334,Agent 257.910750 259.399500 yeah,Credit Card
2334,Customer 258.704250 263.885875 [silence],Credit Card
2334,Agent 259.399500 260.480875 [silence],Credit Card
2334,Agent 260.480875 261.780500 well,Credit Card
2334,Agent 261.780500 263.496125 credit cards,Credit Card
2334,Agent 263.496125 266.120000 [silence],Credit Card
2334,Customer 263.885875 266.013625 [noise] well they're dangerous,Credit Card
2334,Customer 266.013625 267.937125 [silence],Credit Card
2334,Agent 266.120000 268.601625 you know my parents don't hardly use them,Credit Card
2334,Customer 267.937125 269.913875 hum-um mine don't either,Credit Card
2334,Agent 268.601625 276.552125 [silence],Credit Card
2334,Customer 269.913875 278.636250 mine don't either they have um my mom has a uh has a MasterCard and a Visa card and that's it,Credit Card
2334,Agent 276.552125 281.368500 i've got all my gas cards because_1 i don't want to carry money around i'll do that,Credit Card
2334,Customer 278.636250 283.738500 [noise] yeah yeah now i- i do use gas cards [vocalized-noise],Credit Card
2334,Agent 281.368500 282.732125 [silence],Credit Card
2334,Agent 282.732125 285.848000 now Impact is kind of bad too though,Credit Card
2334,Customer 283.738500 285.281000 [silence],Credit Card
2334,Customer 285.281000 288.184375 yeah [noise] ye[ah]- yeah,Credit Card
2334,Agent 285.848000 291.350625 [laughter] you know especially if you get forget to record those little suckers,Credit Card
2334,Customer 288.184375 289.961000 [silence],Credit Card
2334,Customer 289.961000 293.608500 oh yeah exactly [laughter],Credit Card
2334,Agent 291.350625 292.515875 [noise],Credit Card
2334,Agent 292.515875 294.077000 [laughter],Credit Card
2334,Customer 293.608500 301.492750 uh plastic is just too easy i mean that's the that's the whole problem with it um ha[ve]-,Credit Card
2334,Agent 294.077000 296.668375 [silence],Credit Card
2334,Agent 296.668375 298.096500 uh-huh,Credit Card
2334,Agent 298.096500 300.444375 [silence],Credit Card
2334,Agent 300.444375 305.826125 well and you're tempted if you've got cash a little bit of cash and you don't have enough for the purchase right,Credit Card
2334,Customer 301.492750 304.917375 [silence],Credit Card
2334,Customer 304.917375 306.255500 yeah,Credit Card
2334,Agent 305.826125 308.592125 of course you got to charge it and keep your cash,Credit Card
2334,Customer 306.255500 307.445500 [silence],Credit Card
2334,Customer 307.445500 308.697000 sure,Credit Card
2334,Agent 308.592125 313.694875 [silence],Credit Card
2334,Customer 308.697000 313.275875 naturally that's i got in all kinds of trouble doing that [laughter],Credit Card
2334,Customer 313.275875 320.634500 [silence],Credit Card
2334,Agent 313.694875 316.111375 <b_aside> what what are you saying <e_aside>,Credit Card
2334,Agent 316.111375 321.582250 oh uh my husband says i might buy it but i- i don't really usually consider that an option [laughter],Credit Card
2334,Customer 320.634500 324.524250 [laughter],Credit Card
2334,Agent 321.582250 325.020000 [laughter],Credit Card
2334,Customer 324.524250 326.477250 well,Credit Card
2334,Agent 325.020000 327.977125 maybe that's how we got in [laughter-trouble],Credit Card
2334,Customer 326.477250 334.647000 ha[ving]- having having been out of the credit game for some years now i've i've gotten used to either paying in cash or not getting it,Credit Card
2334,Agent 327.977125 335.658000 [silence],Credit Card
2334,Customer 334.647000 336.847875 and uh,Credit Card
2334,Agent 335.658000 337.768500 yeah but it's hard isn't it,Credit Card
2334,Customer 336.847875 345.235250 well it is but i- i- i'm kind of uh grateful for the experience because it's taught me a lot of restraint,Credit Card
2334,Agent 337.768500 345.664375 [silence],Credit Card
2334,Customer 345.235250 346.929750 uh,Credit Card
2334,Agent 345.664375 349.730375 well it makes you feel good when you whip out the cash instead of your plastic,Credit Card
2334,Customer 346.929750 353.403375 yeah exactly i- i um i just went out and got a new VCR yesterday,Credit Card
2334,Agent 349.730375 353.086375 [silence],Credit Card
2334,Agent 353.086375 354.660500 with cash,Credit Card
2334,Customer 353.403375 355.051625 with cash,Credit Card
2334,Agent 354.660500 355.777250 [noise],Credit Card
2334,Customer 355.051625 356.756000 and it it's,Credit Card
2334,Agent 355.777250 357.750875 do you work with TI,Credit Card
2334,Customer 356.756000 360.293750 no no i wish i did [laughter],Credit Card
2334,Agent 357.750875 359.512375 [laughter-no],Credit Card
2334,Agent 359.512375 362.364500 yeah you could have got a discount couldn't you,Credit Card
2334,Customer 360.293750 361.368125 [silence],Credit Card
2334,Customer 361.368125 367.167625 yeah i could use a discount [laughter] i have to wait for the things to go on sale [laughter] [noise],Credit Card
2334,Agent 362.364500 366.775125 [laughter],Credit Card
2334,Agent 366.775125 368.876625 but there's always a sell,Credit Card
2334,Customer 367.167625 368.518000 [silence],Credit Card
2334,Customer 368.518000 371.205750 yeah especially on electronic goods,Credit Card
2334,Agent 368.876625 370.993875 [silence],Credit Card
2334,Agent 370.993875 372.359500 yeah,Credit Card
2334,Customer 371.205750 373.054125 especially now,Credit Card
2334,Agent 372.359500 373.300750 [silence],Credit Card
2334,Customer 373.054125 376.913250 [silence],Credit Card
2334,Agent 373.300750 376.027625 what is that thing i saw Circuit,Credit Card
2334,Agent 376.027625 378.450500 Circuit world or something,Credit Card
2334,Customer 376.913250 378.708375 oh Circuit City,Credit Card
2334,Agent 378.450500 380.999875 Circuit City have you been in that,Credit Card
2334,Customer 378.708375 379.971875 [silence],Credit Card
2334,Customer 379.971875 384.289625 [noise] yeah they they're not their prices aren't that terrific,Credit Card
2334,Agent 380.999875 389.879000 [silence],Credit Card
2334,Customer 384.289625 390.303125 they they used to be but they've gotten they've got to pay for all that national advertising now,Credit Card
2334,Agent 389.879000 391.753000 oh it's national,Credit Card
2334,Customer 390.303125 391.996125 um-hum,Credit Card
2334,Agent 391.753000 394.166625 i think i've seen two around Dallas,Credit Card
2334,Customer 391.996125 393.372250 [silence],Credit Card
2334,Customer 393.372250 396.704625 yeah they're they're all over the country now,Credit Card
2334,Agent 394.166625 396.780250 [silence],Credit Card
2334,Customer 396.704625 402.596375 they uh th[ey]- they used to be good i remember when they first opened up they did have good bargains,Credit Card
2334,Agent 396.780250 399.008125 well what else,Credit Card
2334,Agent 399.008125 408.404125 [silence],Credit Card
2334,Customer 402.596375 409.020125 [noise] i don't know if you have a place there called uh or you probably have something similar we call it Service Merchandise,Credit Card
2334,Agent 408.404125 410.686875 yeah in Garland,Credit Card
2334,Customer 409.020125 414.285250 yo[u]- you got Service Merchandise yeah it used to be Service Merchandise was the place to go,Credit Card
2334,Agent 410.686875 412.171500 uh-huh,Credit Card
2334,Agent 412.171500 433.501875 [silence],Credit Card
2334,Customer 414.285250 421.973875 and uh Circuit City came along and that was the place to go to get your TVs and washer and dryers and refrigerators and all that,Credit Card
2334,Customer 421.973875 431.263500 and then after the years went by they just sort of kept creeping up on price and actually Service Merchandise is cheaper than them now,Credit Card
2334,Customer 431.263500 434.991125 so so much for Circuit City,Credit Card
2334,Agent 433.501875 435.011500 sure,Credit Card
2334,Customer 434.991125 437.271875 [silence],Credit Card
2334,Agent 435.011500 438.485750 [noise] okay what else can we talk about who do you work for,Credit Card
2334,Customer 437.271875 441.965500 i don't i'm a graduate student i'm a professional student,Credit Card
2334,Agent 438.485750 441.776375 [silence],Credit Card
2334,Agent 441.776375 445.241875 [noise] sounds wonderful we were talking about that just today,Credit Card
2334,Customer 441.965500 443.492625 it is,Credit Card
2334,Customer 443.492625 445.317375 it's it's great,Credit Card
2334,Agent 445.241875 448.448125 we could be just lifelong students,Credit Card
2334,Customer 445.317375 446.781250 [silence],Credit Card
2334,Customer 446.781250 449.304000 it is great i love it,Credit Card
2334,Agent 448.448125 450.869750 where are you going to school,Credit Card
2334,Customer 449.304000 451.468125 NC State,Credit Card
2334,Agent 450.869750 452.650125 what's that,Credit Card
2334,Customer 451.468125 454.538750 uh North Carolina State,Credit Card
2334,Agent 452.650125 454.105125 [silence],Credit Card
2334,Agent 454.105125 456.005250 so you're on Spring Break,Credit Card
2334,Customer 454.538750 457.207625 not yet [noise],Credit Card
2334,Agent 456.005250 462.172625 [silence],Credit Card
2334,Customer 457.207625 461.303875 ours don't ours doesn't start until uh next week,Credit Card
2334,Customer 461.303875 463.166500 [silence],Credit Card
2334,Agent 462.172625 464.173375 so where are you,Credit Card
2334,Customer 463.166500 464.544875 where am i,Credit Card
2334,Agent 464.173375 465.729625 yeah,Credit Card
2334,Customer 464.544875 467.182250 what do you mean where oh in Raleigh,Credit Card
2334,Agent 465.729625 466.926500 [silence],Credit Card
2334,Agent 466.926500 468.974375 oh okay,Credit Card
2334,Customer 467.182250 470.766125 yeah good ole [vocalized-noise],Credit Card
2334,Agent 468.974375 474.242750 [noise],Credit Card
2334,Customer 470.766125 474.506625 the burgeoning metropolis of Raleigh,Credit Card
2334,Agent 474.242750 475.914375 yeah,Credit Card
2334,Customer 474.506625 477.692125 wh[at]- what a dead [laughter-place] yeah,Credit Card
2334,Agent 475.914375 477.590125 is it [laughter],Credit Card
2334,Agent 477.590125 478.664625 [laughter],Credit Card
2334,Customer 477.692125 479.106375 [laughter],Credit Card
2334,Agent 478.664625 485.643625 [silence],Credit Card
2334,Customer 479.106375 485.389875 i've got a nice little business at home and i sit around and tinker with that most of the time,Credit Card
2334,Customer 485.389875 487.076375 [silence],Credit Card
2334,Agent 485.643625 487.854750 so what are you getting your degree in,Credit Card
2334,Customer 487.076375 489.930250 [noise] um uh human factors,Credit Card
2334,Agent 487.854750 490.360000 [silence],Credit Card
2334,Customer 489.930250 491.133000 [silence],Credit Card
2334,Agent 490.360000 492.529250 and what do you do with it,Credit Card
2334,Customer 491.133000 493.670250 not a thing [laughter],Credit Card
2334,Agent 492.529250 494.744750 well what is it,Credit Card
2334,Customer 493.670250 495.531875 uh its,Credit Card
2334,Agent 494.744750 502.693375 [silence],Credit Card
2334,Customer 495.531875 502.221375 it's it's really looking at systems and design systems and seeing how people interact with them_1,Credit Card
2334,Customer 502.221375 503.564625 huh,Credit Card
2334,Agent 502.693375 504.675625 so it's sociology,Credit Card
2334,Customer 503.564625 511.928375 it's well it's more psychology and engineering uh my my master's is in industrial engineering,Credit Card
2334,Agent 504.675625 512.565500 [silence],Credit Card
2334,Customer 511.928375 513.521125 [silence],Credit Card
2334,Agent 512.565500 514.774375 so you're working on your doctorate,Credit Card
2334,Customer 513.521125 514.801375 yeah,Credit Card
2334,Agent 514.774375 516.880000 oh lord,Credit Card
2334,Customer 514.801375 517.407250 yeah PhD in human factors,Credit Card
2334,Agent 516.880000 520.692625 oh that'll that'll sound wonderful won't it [noise],Credit Card
2334,Customer 517.407250 519.432750 [silence],Credit Card
2334,Customer 519.432750 521.478500 [laughter] well,Credit Card
2334,Agent 520.692625 523.201875 get you a little name plaque,Credit Card
2334,Customer 521.478500 523.327000 oh yeah,Credit Card
2334,Agent 523.201875 531.490500 [silence],Credit Card
2334,Customer 523.327000 525.450625 IBM uh,Credit Card
2334,Customer 525.450625 531.147125 i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now,Credit Card
2334,Customer 531.147125 533.638250 [silence],Credit Card
2334,Agent 531.490500 534.693875 aren't aren't they laying off several thousand people,Credit Card
2334,Customer 533.638250 537.691625 they might be but not at not at the human factors level [noise],Credit Card
2334,Agent 534.693875 537.261625 [silence],Credit Card
2334,Agent 537.261625 541.560125 well i heard it on the news today i could swear it was IBM,Credit Card
2334,Customer 537.691625 539.100375 there there,Credit Card
2334,Customer 539.100375 540.331375 [silence],Credit Card
2334,Customer 540.331375 549.551500 um no as a matter of fact the IBM right here or in Carey which is a little suburb of Raleigh just just hired one more human factors person,Credit Card
2334,Agent 541.560125 550.212625 [silence],Credit Card
2334,Customer 549.551500 554.084500 doggone it if they'd just waited a little bit longer it could have been me,Credit Card
2334,Agent 550.212625 551.483375 hum,Credit Card
2334,Agent 551.483375 553.534875 [silence],Credit Card
2334,Agent 553.534875 555.554250 how much longer do you have,Credit Card
2334,Customer 554.084500 561.857125 um i'm [vocalized-noise] i'm going into thes[is]- or going into the uh dissertation this summer,Credit Card
2334,Agent 555.554250 562.512375 [silence],Credit Card
2334,Customer 561.857125 563.408625 [silence],Credit Card
2334,Agent 562.512375 564.603375 and get that done this summer,Credit Card
2334,Customer 563.408625 568.393000 uh i'm going to start this summer i probably won't finish it until the end of the year,Credit Card
2334,Agent 564.603375 568.605375 [silence],Credit Card
2334,Customer 568.393000 572.074125 but uh i'm i'm trying to get a uh,Credit Card
2334,Agent 568.605375 570.105500 ooh,Credit Card
2334,Agent 570.105500 579.276625 [silence],Credit Card
2334,Customer 572.074125 578.459375 a uh intern position with IBM right now so that i can [laughter-find] an area to do my [laughter-dissertation] in [laughter],Credit Card
2334,Customer 578.459375 582.479750 it's hard finding an area to do a dissertation in this field,Credit Card
2334,Agent 579.276625 580.549750 because_1 you,Credit Card
2334,Agent 580.549750 583.162375 [silence],Credit Card
2334,Customer 582.479750 584.358875 but,Credit Card
2334,Agent 583.162375 586.191125 why there been so much work done already,Credit Card
2334,Customer 584.358875 598.235500 yeah that's that and and it's it's limited application in some respects um consi[der]- in the area that we're in here there's a lot of places that use human factors people most,Credit Card
2334,Agent 586.191125 598.235500 [silence],Credit Card
2320,Agent 0.000000 1.726125 [silence],Family Finance
2320,Customer 0.000000 1.215875 [noise],Family Finance
2320,Customer 1.215875 2.452375 well Bonny,Family Finance
2320,Agent 1.726125 2.939375 yeah,Family Finance
2320,Customer 2.452375 4.250500 how do you do your budget,Family Finance
2320,Agent 2.939375 4.060875 [silence],Family Finance
2320,Agent 4.060875 5.381500 well,Family Finance
2320,Customer 4.250500 9.690000 [silence],Family Finance
2320,Agent 5.381500 7.567875 we take the rent first,Family Finance
2320,Agent 7.567875 10.426500 you know we need to have a roof over our head,Family Finance
2320,Customer 9.690000 10.898125 uh-huh,Family Finance
2320,Agent 10.426500 12.584250 and then we take the car,Family Finance
2320,Customer 10.898125 15.031750 [silence],Family Finance
2320,Agent 12.584250 15.511500 you know we need a car to get back and forth to work,Family Finance
2320,Customer 15.031750 16.181250 yeah,Family Finance
2320,Agent 15.511500 17.771250 and then it's the utilities,Family Finance
2320,Customer 16.181250 26.350375 [silence],Family Finance
2320,Agent 17.771250 19.411000 and then the food,Family Finance
2320,Agent 19.411000 20.421375 [silence],Family Finance
2320,Agent 20.421375 21.614625 uh,Family Finance
2320,Agent 21.614625 24.093875 and then uh the regular bills,Family Finance
2320,Agent 24.093875 26.664625 you know your credit cards and your uh,Family Finance
2320,Customer 26.350375 28.375250 utilities and stuff like that,Family Finance
2320,Agent 26.664625 27.681500 [silence],Family Finance
2320,Agent 27.681500 28.762125 yeah,Family Finance
2320,Customer 28.375250 29.159875 yeah,Family Finance
2320,Agent 28.762125 29.776750 [silence],Family Finance
2320,Customer 29.159875 46.476125 [silence],Family Finance
2320,Agent 29.776750 31.071000 uh,Family Finance
2320,Agent 31.071000 40.974625 i i'm trying to think what else phone the pho[ne]- utilities come last or uh before let's see the utilities come before the food and the bills,Family Finance
2320,Agent 40.974625 47.050500 the uh credit card you know the credit cards and what else is there that we pay you know we got loans,Family Finance
2320,Customer 46.476125 47.568875 uh-huh,Family Finance
2320,Agent 47.050500 52.464375 things like that they come before the uh uh they come after everything else,Family Finance
2320,Customer 47.568875 51.783250 [silence],Family Finance
2320,Customer 51.783250 52.817250 huh,Family Finance
2320,Agent 52.464375 55.497625 they're last on it because you know uh they,Family Finance
2320,Customer 52.817250 64.455625 [silence],Family Finance
2320,Agent 55.497625 64.741750 they're never late but they're the least uh b[othersome]- bothersome to us you know uh we need a roof and all that before we need anything else,Family Finance
2320,Customer 64.455625 69.013750 yeah i kind of think you ought to make make them wait until the last possible minute for it,Family Finance
2320,Agent 64.741750 69.377375 [silence],Family Finance
2320,Customer 69.013750 70.747625 [silence],Family Finance
2320,Agent 69.377375 70.594625 yeah,Family Finance
2320,Agent 70.594625 80.016125 [silence],Family Finance
2320,Customer 70.747625 76.671625 we do ours uh fairly similar course uh we both have married before,Family Finance
2320,Customer 76.671625 82.473625 and uh so what what we do is kind of divide up the bills based on who makes the most money,Family Finance
2320,Agent 80.016125 81.310750 yeah,Family Finance
2320,Agent 81.310750 86.154875 [silence],Family Finance
2320,Customer 82.473625 86.972125 and whoever makes the most money course takes the most you know the biggest part of the bills,Family Finance
2320,Agent 86.154875 92.600375 yeah well i'm a homemaker myself so he he brings home the money and we just divvy it up the way it,Family Finance
2320,Customer 86.972125 88.458500 [silence],Family Finance
2320,Customer 88.458500 89.783875 uh,Family Finance
2320,Customer 89.783875 97.298250 [silence],Family Finance
2320,Agent 92.600375 93.868750 should be and,Family Finance
2320,Agent 93.868750 94.874500 [silence],Family Finance
2320,Agent 94.874500 97.212875 or the way whatever way we can,Family Finance
2320,Agent 97.212875 104.933375 [silence],Family Finance
2320,Customer 97.298250 99.661750 i wish we could do that unfortunately,Family Finance
2320,Customer 99.661750 100.815625 [silence],Family Finance
2320,Customer 100.815625 104.622750 between two divorces it kind of it kind of taps you out pretty good,Family Finance
2320,Customer 104.622750 115.118250 [silence],Family Finance
2320,Agent 104.933375 111.455750 i can imagine i uh you know i haven't gone through a divorce myself i've only been married once but uh,Family Finance
2320,Agent 111.455750 115.959375 i know a lot of people that have and a lot of them's got alimony and child support and all that,Family Finance
2320,Customer 115.118250 123.014000 oh yeah it that takes a big hunk out of your budget it costs me about uh three thousand dollars a year for child support,Family Finance
2320,Agent 115.959375 118.493625 [silence],Family Finance
2320,Agent 118.493625 120.144125 yeah i bet,Family Finance
2320,Agent 120.144125 122.229500 [silence],Family Finance
2320,Agent 122.229500 123.432625 [vocalized-noise],Family Finance
2320,Customer 123.014000 127.751000 which is after i mean that's net that's that's right after i pay the taxes and stuff on it,Family Finance
2320,Agent 123.432625 127.987250 [silence],Family Finance
2320,Customer 127.751000 129.973875 [silence],Family Finance
2320,Agent 127.987250 130.216125 well that's better than having them living with you,Family Finance
2320,Customer 129.973875 131.634000 yeah,Family Finance
2320,Agent 130.216125 133.366875 [laughter] they're more expensive right there day in and day out,Family Finance
2320,Customer 131.634000 132.608250 [silence],Family Finance
2320,Customer 132.608250 136.063375 that's what i hear although although i kind of miss some of that stuff,Family Finance
2320,Agent 133.366875 135.204625 [silence],Family Finance
2320,Agent 135.204625 137.080000 yeah i bet you do,Family Finance
2320,Customer 136.063375 145.341125 yeah but you know you know bills wise uh we kind of divide everything up and i take i take the bigger portion of it and uh my wife takes some of hers,Family Finance
2320,Agent 137.080000 151.839375 [silence],Family Finance
2320,Customer 145.341125 152.913500 and we have an agreement that uh if we're going to charge anything over like seventy five or eighty dollars then [vocalized-noise] we uh we talk about it,Family Finance
2320,Agent 151.839375 154.026375 yeah oh well me and my hu[sband]-,Family Finance
2320,Customer 152.913500 156.475375 unless of course it's uh it's like for a present or whatever,Family Finance
2320,Agent 154.026375 156.078000 [silence],Family Finance
2320,Agent 156.078000 157.343125 yeah,Family Finance
2320,Customer 156.475375 157.479250 [silence],Family Finance
2320,Agent 157.343125 159.680500 [silence],Family Finance
2320,Customer 157.479250 160.483875 and we have snuck some pretty good size presents in here,Family Finance
2320,Agent 159.680500 167.883750 [laughter] i love it when my husband decides to to say fudge with the budget and uh sneak a big gift in,Family Finance
2320,Customer 160.483875 167.527750 [silence],Family Finance
2320,Customer 167.527750 172.579750 yeah i uh i was trying to finagle our budget around because uh my wife wanted,Family Finance
2320,Agent 167.883750 177.421250 [silence],Family Finance
2320,Customer 172.579750 179.036125 she really wanted a little small five inch TV she could carry around the house or you know back in her sewing room whenever she's watching television,Family Finance
2320,Agent 177.421250 179.400375 i've got one of them,Family Finance
2320,Customer 179.036125 183.154375 and she wanted one so bad and we were just kind of short on money,Family Finance
2320,Agent 179.400375 195.401000 [silence],Family Finance
